ID,A1,A2,A3,B1,B2,B3,C1,C2,C3
PaeAG1_04963,11,6,5,6,5,7,3,6,7
PaeAG1_04964,1,1,1,1,1,1,1,1,1
PaeAG1_04965,4,2,2,3,2,3,2,3,3
PaeAG1_04966,28,12,20,43,33,50,31,52,61
PaeAG1_04967,7,5,5,4,3,5,3,6,6
PaeAG1_04968,2,1,1,2,2,2,1,2,2
PaeAG1_04969,3,2,1,2,2,2,1,3,2
PaeAG1_04970,71,43,18,62,56,63,31,68,76
PaeAG1_04971,8,4,5,7,6,7,3,7,7
PaeAG1_04972,2,1,1,1,2,2,1,2,2
PaeAG1_04973,1,1,0,1,1,1,0,1,1
PaeAG1_04974,3,1,0,1,1,2,1,1,1
PaeAG1_04975,2,1,1,1,1,2,1,2,2
PaeAG1_04976,1,0,0,0,0,0,0,1,0
PaeAG1_04977,1,1,0,1,1,1,0,1,1
PaeAG1_04978,2,1,1,1,1,1,0,1,1
PaeAG1_04979,2,1,1,1,1,4,1,1,1
PaeAG1_04980,3,2,2,2,3,3,1,3,3
PaeAG1_04981,223,85,200,77,59,87,46,64,73
PaeAG1_04982,4,2,1,2,2,2,1,2,2
PaeAG1_04983,2,1,0,1,1,1,1,1,1
PaeAG1_04984,0,0,0,0,0,0,0,0,0
PaeAG1_04985,8,5,4,5,4,5,2,4,6
PaeAG1_04986,1,0,0,0,0,1,0,0,0
PaeAG1_04987,5,3,2,2,2,2,1,2,2
PaeAG1_04988,1,1,0,1,1,1,0,1,1
PaeAG1_04989,6,3,1,1,2,2,1,2,1
PaeAG1_04990,10,5,1,2,2,4,3,5,2
PaeAG1_04991,8,3,2,9,6,14,7,13,9
PaeAG1_04992,3,1,0,3,2,2,2,3,2
PaeAG1_04993,1,1,0,1,1,1,1,2,1
PaeAG1_04994,47,27,16,69,57,54,38,68,63
PaeAG1_04995,1,0,0,1,1,1,0,1,1
PaeAG1_04996,0,0,0,0,0,0,0,0,0
PaeAG1_04997,7,3,2,2,2,4,1,2,2
PaeAG1_04998,9,3,6,9,9,10,5,10,14
PaeAG1_04999,6,3,3,3,4,4,1,2,3
PaeAG1_05000,2,1,1,1,1,1,0,1,1
PaeAG1_05001,0,0,0,0,0,0,0,0,0
PaeAG1_05002,0,0,0,0,0,0,0,0,0
PaeAG1_05003,1,1,0,1,0,0,0,1,1
PaeAG1_05004,10,5,3,1,1,2,1,2,1
PaeAG1_05005,18,9,7,1,1,1,1,1,1
PaeAG1_05006,1,0,0,0,0,0,0,0,0
PaeAG1_05007,3,2,1,2,2,2,1,2,2
PaeAG1_05008,6,3,2,8,7,9,3,6,7
PaeAG1_05009,2,1,1,1,1,1,1,1,1
PaeAG1_05010,1,1,0,0,0,0,0,0,0
PaeAG1_05011,0,0,0,1,1,1,1,1,1
PaeAG1_05012,13,7,3,2,2,4,3,6,4
PaeAG1_05013,2,2,1,1,1,1,1,2,2
PaeAG1_05014,37,24,14,18,21,22,15,27,22
PaeAG1_05015,2,2,1,1,1,1,0,1,1
PaeAG1_05016,73,42,20,26,24,28,14,26,25
PaeAG1_05017,75,40,33,30,26,40,17,35,32
PaeAG1_05018,15,7,8,8,8,10,4,8,8
PaeAG1_05019,14,8,6,3,3,5,2,4,4
PaeAG1_05020,14,8,6,2,2,5,2,3,2
PaeAG1_05021,23,13,6,8,7,12,5,11,8
PaeAG1_05022,72,43,20,49,49,47,21,40,47
PaeAG1_05023,45,26,15,27,22,25,13,26,28
PaeAG1_05024,60,33,22,58,41,53,30,50,58
PaeAG1_05025,53,31,30,40,32,47,23,34,39
PaeAG1_05026,258,167,129,215,183,162,95,179,221
PaeAG1_05027,160,124,64,116,102,105,76,167,170
PaeAG1_05028,21,14,12,13,13,14,10,20,17
PaeAG1_05029,24,13,10,10,11,11,8,14,12
PaeAG1_05030,8,5,2,2,3,3,2,4,3
PaeAG1_05031,13,8,4,1,1,1,1,1,1
PaeAG1_05032,10,5,2,3,3,3,3,4,3
PaeAG1_05033,1,1,1,0,0,0,0,1,0
PaeAG1_05034,1,1,0,1,0,1,0,1,0
PaeAG1_05035,2,1,1,2,1,3,1,2,2
PaeAG1_05036,1,0,0,1,0,1,0,1,1
PaeAG1_05037,6,2,2,4,5,5,2,5,6
PaeAG1_05038,2,1,1,2,1,2,1,2,1
PaeAG1_05039,3,2,2,2,2,4,4,6,3
PaeAG1_05040,1,0,1,0,0,1,0,1,1
PaeAG1_05041,0,0,0,0,0,0,0,1,0
PaeAG1_05042,2,1,1,2,2,3,2,4,3
PaeAG1_05043,4,2,1,4,3,4,2,5,5
PaeAG1_05044,5,3,1,7,4,6,4,9,7
PaeAG1_05045,3,2,1,3,2,3,2,5,4
PaeAG1_05046,3,2,1,4,3,3,2,4,5
PaeAG1_05047,2,1,1,1,1,1,0,1,1
PaeAG1_05048,1,1,0,1,1,1,0,1,1
PaeAG1_05049,0,0,0,0,0,0,0,0,0
PaeAG1_05050,0,0,0,0,0,0,0,0,0
PaeAG1_05051,1,0,0,0,0,0,0,0,0
PaeAG1_05052,1,0,0,1,1,1,0,1,1
PaeAG1_05053,1,1,0,1,1,1,1,1,2
PaeAG1_05054,7,3,4,9,7,9,6,9,12
PaeAG1_05055,8,5,3,5,3,5,3,5,5
PaeAG1_05056,1,1,0,1,0,1,0,1,1
PaeAG1_05057,0,0,0,0,0,0,0,0,0
PaeAG1_05058,1,1,0,0,0,0,0,0,0
PaeAG1_05059,4,2,2,4,3,4,2,3,4
PaeAG1_05060,7,4,2,3,3,3,1,3,4
PaeAG1_05061,2,1,1,0,0,0,0,0,0
PaeAG1_05062,1,0,0,0,0,0,0,0,0
PaeAG1_05063,7,5,5,2,2,2,1,2,2
PaeAG1_05064,24,14,15,14,9,13,5,11,11
PaeAG1_05065,2,1,2,1,1,1,1,1,1
PaeAG1_05066,1,1,0,0,0,0,0,1,1
PaeAG1_05067,1,1,0,1,1,1,0,1,1
PaeAG1_05068,3,1,2,1,2,2,1,2,2
PaeAG1_05069,1,0,0,0,0,0,0,0,0
PaeAG1_05070,1,0,0,0,0,0,0,0,0
PaeAG1_05071,2,1,1,1,1,1,0,1,1
PaeAG1_05072,2,1,0,0,1,1,0,1,1
PaeAG1_05073,2,1,1,1,1,1,1,1,2
PaeAG1_05074,0,0,0,0,0,0,0,0,0
PaeAG1_05075,5,4,2,3,4,5,2,8,6
PaeAG1_05076,1,0,0,1,0,1,0,1,1
PaeAG1_05077,0,0,0,0,0,0,0,0,0
PaeAG1_05078,0,0,0,0,0,0,0,0,0
PaeAG1_05079,0,0,0,0,0,0,0,0,0
PaeAG1_05080,0,0,0,0,0,0,0,0,0
PaeAG1_05081,0,0,0,0,0,0,0,0,0
PaeAG1_05082,0,0,0,0,0,0,0,0,0
PaeAG1_05083,0,0,0,0,0,0,0,0,0
PaeAG1_05084,0,0,0,0,0,0,0,0,0
PaeAG1_05085,0,0,0,0,0,0,0,0,0
PaeAG1_05086,0,0,0,0,0,0,0,0,0
PaeAG1_05087,0,0,0,0,0,0,0,0,0
PaeAG1_05088,0,0,0,0,0,0,0,0,0
PaeAG1_05089,1,1,0,1,1,1,1,1,1
PaeAG1_05090,0,0,0,0,0,0,0,0,0
PaeAG1_05091,1,1,0,1,1,1,1,2,2
PaeAG1_05092,0,0,0,0,0,0,0,0,0
PaeAG1_05093,2,1,1,2,2,2,0,2,3
PaeAG1_05094,0,0,0,0,1,0,0,1,0
PaeAG1_05095,0,0,0,0,0,0,0,0,0
PaeAG1_05096,0,0,0,0,0,0,0,0,0
PaeAG1_05097,0,0,0,0,0,0,0,0,0
PaeAG1_05098,1,1,0,1,1,1,0,1,1
PaeAG1_05099,2,2,0,1,2,2,1,1,2
PaeAG1_05100,0,0,0,0,0,0,0,0,0
PaeAG1_05101,1,0,0,0,0,0,0,0,0
PaeAG1_05102,1,1,0,0,0,1,0,0,1
PaeAG1_05103,0,0,0,0,0,0,0,0,0
PaeAG1_05104,1,0,0,1,1,1,1,1,1
PaeAG1_05105,0,0,0,0,0,0,0,0,0
PaeAG1_05106,1,0,0,1,1,1,0,1,1
PaeAG1_05107,1,1,1,1,1,2,0,1,1
PaeAG1_05108,1,0,0,0,0,1,0,0,0
PaeAG1_05109,2,1,1,1,1,1,0,0,0
PaeAG1_05110,0,0,0,0,0,0,0,0,0
PaeAG1_05111,3,3,3,2,2,4,2,4,2
PaeAG1_05112,6,5,6,3,4,7,3,6,4
PaeAG1_05113,3,0,0,0,0,0,0,0,0
PaeAG1_05114,2,1,1,1,1,1,1,1,1
PaeAG1_05115,2,1,1,2,2,1,1,1,1
PaeAG1_05116,19,10,5,11,11,11,4,10,13
PaeAG1_05117,10,6,4,6,5,6,3,6,6
PaeAG1_05118,4,2,1,1,1,2,1,2,2
PaeAG1_05119,3,2,2,2,2,3,1,3,3
PaeAG1_05120,0,0,0,0,0,0,0,0,0
PaeAG1_05121,1,0,0,0,1,0,0,1,1
PaeAG1_05122,9,5,2,11,13,13,5,11,13
PaeAG1_05123,4,3,2,2,6,4,1,1,2
PaeAG1_05124,17,8,13,4,4,8,4,5,4
PaeAG1_05125,7,4,2,1,1,2,1,2,1
PaeAG1_05126,1,0,0,1,0,1,0,0,1
PaeAG1_05127,2,1,1,1,1,2,1,1,2
PaeAG1_05128,1,0,1,0,0,0,0,0,0
PaeAG1_05129,3,2,1,2,2,2,1,2,2
PaeAG1_05130,0,0,0,0,0,0,0,0,0
PaeAG1_05131,0,0,0,0,0,0,0,0,0
PaeAG1_05132,2,1,1,2,2,2,1,2,2
PaeAG1_05133,0,0,0,0,0,0,0,0,0
PaeAG1_05134,1,1,0,1,1,1,1,1,2
PaeAG1_05135,2,1,1,1,1,1,1,1,1
PaeAG1_05136,1,0,0,0,0,0,0,0,1
PaeAG1_05137,1,0,0,0,0,0,0,0,0
PaeAG1_05138,1,1,1,1,1,1,0,1,1
PaeAG1_05139,5,3,3,4,3,7,4,5,5
PaeAG1_05140,2,1,1,0,0,0,0,1,1
PaeAG1_05141,5,3,1,2,2,3,1,3,2
PaeAG1_05142,12,6,6,3,3,2,1,2,3
PaeAG1_05143,16,8,5,2,2,2,1,2,2
PaeAG1_05144,47,22,8,34,32,40,14,33,46
PaeAG1_05145,28,15,9,18,18,17,8,14,20
PaeAG1_05146,217,117,106,155,152,172,67,131,152
PaeAG1_05147,19,10,7,12,11,13,5,10,11
PaeAG1_05148,29,16,14,6,7,14,5,10,6
PaeAG1_05149,366,161,220,185,161,216,55,98,117
PaeAG1_05150,6,4,3,2,2,3,1,3,2
PaeAG1_05151,5,3,2,1,1,3,1,2,1
PaeAG1_05152,17,8,6,3,4,6,2,5,4
PaeAG1_05153,53,31,28,24,15,36,10,22,25
PaeAG1_05154,11,7,5,4,3,5,1,3,3
PaeAG1_05155,15,8,7,4,3,7,2,3,3
PaeAG1_05156,11,6,2,5,4,4,2,4,4
PaeAG1_05157,15,10,6,7,7,6,3,6,7
PaeAG1_05158,44,27,21,21,19,19,10,18,21
PaeAG1_05159,6,4,3,2,3,3,2,3,4
PaeAG1_05160,13,6,5,3,3,3,1,2,3
PaeAG1_05161,3,1,2,1,2,2,1,2,2
PaeAG1_05162,6,4,2,3,3,3,2,4,4
PaeAG1_05163,12,7,3,4,4,4,2,5,4
PaeAG1_05164,2,1,0,1,1,1,1,1,1
PaeAG1_05165,20,14,7,21,15,21,8,25,31
PaeAG1_05166,3,1,2,2,2,2,1,2,3
PaeAG1_05167,13,7,3,3,2,5,2,5,3
PaeAG1_05168,1,1,0,0,0,0,0,0,0
PaeAG1_05169,4,2,2,2,2,2,1,2,2
PaeAG1_05170,4,3,2,2,2,2,1,2,2
PaeAG1_05171,2,1,1,2,2,2,1,2,2
PaeAG1_05172,3,2,2,4,3,4,2,4,4
PaeAG1_05173,5,4,1,3,3,4,2,4,5
PaeAG1_05174,2,2,1,2,2,2,1,2,2
PaeAG1_05175,0,0,0,0,0,0,0,1,1
PaeAG1_05176,1,1,0,1,0,0,0,1,1
PaeAG1_05177,0,0,0,0,0,0,0,0,0
PaeAG1_05178,2,1,1,3,2,3,1,3,3
PaeAG1_05179,5,2,2,5,4,5,3,4,5
PaeAG1_05180,12,7,5,6,7,7,3,6,8
PaeAG1_05181,5,2,2,2,2,2,1,2,2
PaeAG1_05182,48,17,26,10,12,18,7,12,11
PaeAG1_05183,3,2,1,2,2,2,1,2,3
PaeAG1_05184,0,0,0,0,0,0,0,0,0
PaeAG1_05185,73,45,16,61,60,46,30,68,90
PaeAG1_05186,39,21,14,54,42,36,25,53,69
PaeAG1_05187,6,3,3,3,3,4,2,3,4
PaeAG1_05188,1,1,1,1,1,1,0,1,1
PaeAG1_05189,0,0,0,0,0,0,0,0,1
PaeAG1_05190,2,1,1,3,2,2,1,2,2
PaeAG1_05191,0,0,0,0,0,0,0,0,0
PaeAG1_05192,1,0,0,0,0,0,0,1,0
PaeAG1_05193,1,0,0,0,0,1,0,1,0
PaeAG1_05194,11,5,4,3,3,6,3,7,7
PaeAG1_05195,1,0,0,1,1,1,0,1,1
PaeAG1_05196,2,1,1,1,1,1,1,1,1
PaeAG1_05197,1,1,0,1,1,1,1,1,2
PaeAG1_05198,0,0,0,0,1,0,0,1,1
PaeAG1_05199,1,0,0,0,0,1,0,1,1
PaeAG1_05200,0,0,0,0,0,0,0,1,0
PaeAG1_05201,137,57,53,76,62,71,33,72,77
PaeAG1_05202,8,4,4,8,7,6,2,4,6
PaeAG1_05203,6,3,2,6,4,5,2,4,5
PaeAG1_05204,3,2,2,2,2,2,1,2,3
PaeAG1_05205,3,1,1,3,2,5,2,4,3
PaeAG1_05206,2,1,1,0,0,1,0,1,1
PaeAG1_05207,3,2,1,2,1,2,1,2,2
PaeAG1_05208,2,1,1,1,1,2,1,2,2
PaeAG1_05209,2,1,1,1,1,2,1,2,1
PaeAG1_05210,2,1,1,1,1,1,0,1,1
PaeAG1_05211,4,2,2,2,2,2,1,2,2
PaeAG1_05212,282,177,106,477,472,746,355,796,604
PaeAG1_05213,10,7,3,2,2,3,2,3,3
PaeAG1_05214,22,14,8,6,8,9,3,8,8
PaeAG1_05215,28,17,5,7,7,8,6,13,9
PaeAG1_05216,6,3,2,1,1,2,1,2,2
PaeAG1_05217,114,65,31,76,53,64,35,86,87
PaeAG1_05218,2,1,0,1,1,1,1,1,2
PaeAG1_05219,6,3,4,3,3,3,2,4,5
PaeAG1_05220,1,0,0,1,0,1,0,1,1
PaeAG1_05221,151,76,40,133,114,187,99,189,125
PaeAG1_05222,72,36,22,82,75,117,53,107,79
PaeAG1_05223,42,21,11,45,33,41,16,33,42
PaeAG1_05224,17,10,8,6,6,8,5,8,6
PaeAG1_05225,10,6,5,9,8,11,4,11,8
PaeAG1_05226,3,2,2,3,2,4,2,3,2
PaeAG1_05227,3,2,1,2,2,3,1,3,3
PaeAG1_05228,2,1,1,1,1,1,1,2,2
PaeAG1_05229,3,1,1,2,1,2,1,1,2
PaeAG1_05230,7,4,3,5,5,6,2,4,5
PaeAG1_05231,55,27,50,46,38,45,25,37,34
PaeAG1_05232,2,1,1,1,1,1,0,1,1
PaeAG1_05233,1,1,0,0,1,0,0,1,0
PaeAG1_05234,3,2,2,1,1,1,1,1,1
PaeAG1_05235,3,2,1,2,2,2,1,2,2
PaeAG1_05236,4,2,1,2,2,3,2,4,3
PaeAG1_05237,3,2,1,3,2,2,1,3,3
PaeAG1_05238,7,4,2,2,2,3,1,2,2
PaeAG1_05239,48,22,32,15,15,23,12,22,18
PaeAG1_05240,2,1,0,1,1,1,1,2,1
PaeAG1_05241,7,4,4,2,2,3,1,2,2
PaeAG1_05242,123,62,47,23,23,37,17,32,23
PaeAG1_05243,89,46,21,22,21,28,13,22,18
PaeAG1_05244,54,29,15,18,16,22,6,13,15
PaeAG1_05245,25,13,6,7,8,9,3,6,6
PaeAG1_05246,100,67,27,45,46,45,17,35,34
PaeAG1_05247,281,143,101,108,107,149,33,73,83
PaeAG1_05248,268,184,98,170,167,174,51,129,138
PaeAG1_05249,0,0,0,0,0,0,0,0,0
PaeAG1_05250,22,12,8,9,8,10,4,7,6
PaeAG1_05251,0,0,0,0,0,0,0,0,0
PaeAG1_05252,157,90,39,80,73,82,21,53,60
PaeAG1_05253,0,0,0,0,0,0,0,0,0
PaeAG1_05254,33,21,20,37,36,31,13,27,29
PaeAG1_05255,45,29,32,54,54,51,20,36,38
PaeAG1_05256,17,11,9,15,13,16,7,12,14
PaeAG1_05257,22,13,15,24,23,24,12,22,21
PaeAG1_05258,3,1,1,2,1,2,1,2,2
PaeAG1_05259,13,7,7,4,4,6,3,6,5
PaeAG1_05260,12,7,7,4,4,5,3,5,5
PaeAG1_05261,59,33,21,20,18,26,15,29,25
PaeAG1_05262,8,4,3,3,3,4,2,3,3
PaeAG1_05263,8,5,4,4,4,5,3,6,4
PaeAG1_05264,8,4,2,1,1,2,1,2,1
PaeAG1_05265,0,0,0,0,0,0,0,0,0
PaeAG1_05266,0,0,0,0,0,0,0,0,0
PaeAG1_05267,40,24,11,9,9,13,9,16,10
PaeAG1_05268,104,74,47,24,23,54,27,50,27
PaeAG1_05269,109,73,32,12,11,34,14,27,11
PaeAG1_05270,5,3,2,3,2,2,2,3,3
PaeAG1_05271,3,2,1,2,1,2,1,3,3
PaeAG1_05272,1,0,0,1,1,1,0,1,1
PaeAG1_05273,1,0,0,0,0,0,0,0,0
PaeAG1_05274,7,4,3,1,2,4,1,2,1
PaeAG1_05275,11,5,3,2,2,5,1,3,3
PaeAG1_05276,12,6,6,3,3,5,2,4,4
PaeAG1_05277,18,10,7,6,5,7,3,5,5
PaeAG1_05278,5,3,2,2,2,3,1,3,2
PaeAG1_05279,8,4,3,3,2,5,1,3,2
PaeAG1_05280,69,46,41,58,66,70,33,69,63
PaeAG1_05281,2,1,1,1,1,2,1,2,2
PaeAG1_05282,6,4,3,3,3,3,1,3,5
PaeAG1_05283,9,5,3,2,1,3,2,4,2
PaeAG1_05284,16,8,6,3,2,5,3,5,3
PaeAG1_05285,30,16,8,5,4,7,3,7,6
PaeAG1_05286,37,21,12,6,6,11,6,10,7
PaeAG1_05287,38,21,21,6,7,14,7,10,7
PaeAG1_05288,37,24,9,28,26,27,15,29,26
PaeAG1_05289,19,9,7,8,7,10,4,8,6
PaeAG1_05290,10,6,3,3,2,4,2,4,3
PaeAG1_05291,0,0,0,0,0,0,0,0,0
PaeAG1_05292,19,11,10,6,6,11,3,7,5
PaeAG1_05293,7,4,5,3,3,4,2,2,3
PaeAG1_05294,0,0,0,0,0,0,0,0,0
PaeAG1_05295,19,10,7,6,7,9,4,9,8
PaeAG1_05296,519,263,324,125,120,157,97,145,135
PaeAG1_05297,0,0,0,0,0,0,0,0,0
PaeAG1_05298,38,20,19,11,11,15,6,11,12
PaeAG1_05299,48,26,25,17,14,20,9,17,18
PaeAG1_05300,716,252,503,551,433,411,232,326,390
PaeAG1_05301,65,31,18,23,19,18,11,21,26
PaeAG1_05302,45,20,21,24,24,22,10,15,20
PaeAG1_05303,29,15,13,17,19,16,7,11,14
PaeAG1_05304,7,4,3,4,3,5,3,6,5
PaeAG1_05305,4,2,2,1,1,2,1,2,1
PaeAG1_05306,2,1,1,1,1,1,0,1,1
PaeAG1_05307,2,1,1,1,1,1,0,1,1
PaeAG1_05308,25,11,7,4,6,9,4,10,9
PaeAG1_05309,2,1,1,1,1,1,1,1,1
PaeAG1_05310,2,1,1,1,1,1,1,1,1
PaeAG1_05311,9,8,4,4,3,6,4,5,4
PaeAG1_05312,2,2,1,1,1,1,1,1,1
PaeAG1_05313,4,3,2,3,2,3,1,3,4
PaeAG1_05314,1,0,0,1,0,1,0,0,1
PaeAG1_05315,173,86,79,140,96,164,80,139,127
PaeAG1_05316,3,2,2,4,3,4,2,3,4
PaeAG1_05317,4,3,2,2,2,3,1,2,3
PaeAG1_05318,2,1,1,1,1,1,0,1,1
PaeAG1_05319,0,0,0,0,0,0,0,0,0
PaeAG1_05320,182,110,46,55,50,111,37,83,89
PaeAG1_05321,14,8,3,4,4,8,2,6,8
PaeAG1_05322,6,3,1,1,2,3,1,2,2
PaeAG1_05323,44,23,9,14,13,19,8,15,19
PaeAG1_05324,5,2,1,1,1,2,1,2,2
PaeAG1_05325,6,3,2,2,2,3,1,2,3
PaeAG1_05326,0,0,0,0,0,0,0,0,0
PaeAG1_05327,0,0,0,0,0,0,0,0,0
PaeAG1_05328,31,18,7,10,11,19,6,14,17
PaeAG1_05329,13,9,3,4,5,7,2,5,7
PaeAG1_05330,19,10,6,5,5,9,3,5,6
PaeAG1_05331,8,4,3,2,2,4,1,2,2
PaeAG1_05332,12,7,3,4,4,6,2,5,6
PaeAG1_05333,10,6,2,4,3,5,2,4,5
PaeAG1_05334,19,12,5,9,9,14,6,11,12
PaeAG1_05335,2,1,1,1,1,1,0,1,1
PaeAG1_05336,3,1,0,1,1,1,1,1,1
PaeAG1_05337,16,10,3,5,6,10,2,7,10
PaeAG1_05338,19,11,4,6,7,10,3,7,11
PaeAG1_05339,0,0,0,0,0,0,0,0,0
PaeAG1_05340,81,45,14,32,33,47,17,46,45
PaeAG1_05341,5,3,2,3,2,3,2,4,4
PaeAG1_05342,123,49,84,118,82,83,44,76,117
PaeAG1_05343,129,62,107,92,59,67,38,55,78
PaeAG1_05344,0,0,0,0,0,0,0,0,0
PaeAG1_05345,1,0,0,1,1,0,0,1,1
PaeAG1_05346,0,0,0,0,0,0,0,0,0
PaeAG1_05347,3,1,1,3,2,3,1,3,3
PaeAG1_05348,1,0,0,0,0,0,0,0,0
PaeAG1_05349,8,5,2,3,4,3,2,4,4
PaeAG1_05350,15,7,5,9,8,9,4,8,10
PaeAG1_05351,8,4,2,7,7,6,4,7,7
PaeAG1_05352,5,3,2,4,3,2,1,3,4
PaeAG1_05353,5,3,2,3,2,3,2,3,4
PaeAG1_05354,7,4,3,2,2,3,2,3,2
PaeAG1_05355,4,2,1,1,1,1,1,1,1
PaeAG1_05356,0,0,0,0,0,0,0,0,0
PaeAG1_05357,10,6,3,2,2,3,1,3,3
PaeAG1_05358,15,8,6,3,2,5,3,4,3
PaeAG1_05359,10,6,3,2,1,3,2,3,2
PaeAG1_05360,20,11,5,3,3,5,2,5,4
PaeAG1_05361,11,6,3,2,2,3,2,3,2
PaeAG1_05362,3,1,0,0,0,0,0,0,0
PaeAG1_05363,3,2,1,2,1,1,1,1,1
PaeAG1_05364,172,99,86,72,74,85,17,50,55
PaeAG1_05365,43,23,12,28,22,27,4,12,14
PaeAG1_05366,39,18,13,13,9,18,5,9,9
PaeAG1_05367,119,61,32,31,23,41,10,29,29
PaeAG1_05368,5,3,2,1,1,2,1,2,2
PaeAG1_05369,17,11,9,8,10,9,4,9,10
PaeAG1_05370,41,26,20,24,22,20,9,17,19
PaeAG1_05371,9,5,5,2,2,2,1,2,2
PaeAG1_05372,30,16,7,21,18,12,9,16,17
PaeAG1_05373,6,3,3,7,5,8,5,8,7
PaeAG1_05374,3,2,1,2,2,2,1,2,2
PaeAG1_05375,3,1,1,1,1,1,1,2,1
PaeAG1_05376,4,2,2,3,2,3,1,2,2
PaeAG1_05377,1,1,1,2,1,3,2,3,2
PaeAG1_05378,1,0,0,1,0,1,1,1,1
PaeAG1_05379,2,1,1,1,1,2,1,2,1
PaeAG1_05380,1,0,0,1,0,1,1,1,1
PaeAG1_05381,1,1,0,1,1,1,1,1,1
PaeAG1_05382,0,0,0,0,0,0,0,0,0
PaeAG1_05383,2,1,0,2,2,2,1,2,3
PaeAG1_05384,3,2,1,2,2,3,2,4,5
PaeAG1_05385,1,1,0,1,0,1,0,1,1
PaeAG1_05386,7,4,1,1,2,1,1,3,2
PaeAG1_05387,13,8,3,5,5,5,3,6,6
PaeAG1_05388,2,2,1,1,1,2,1,2,2
PaeAG1_05389,5,3,4,2,2,3,1,2,2
PaeAG1_05390,1,0,0,1,1,1,0,1,1
PaeAG1_05391,3,1,1,2,2,4,1,2,3
PaeAG1_05392,0,0,0,0,0,1,0,0,0
PaeAG1_05393,1,1,1,1,1,2,0,1,1
PaeAG1_05394,9,6,2,1,1,1,1,1,1
PaeAG1_05395,4,2,1,2,2,2,1,2,2
PaeAG1_05396,7,4,4,2,3,4,2,3,2
PaeAG1_05397,14,10,9,4,4,5,2,4,4
PaeAG1_05398,9,6,3,4,4,6,2,5,6
PaeAG1_05399,1,0,1,1,0,0,0,1,0
PaeAG1_05400,5,2,2,4,3,4,1,3,3
PaeAG1_05401,5,3,4,3,3,4,2,3,3
PaeAG1_05402,63,27,19,29,18,26,13,26,35
PaeAG1_05403,4,2,2,1,2,2,1,2,2
PaeAG1_05404,2,1,1,1,1,1,1,1,1
PaeAG1_05405,11,6,7,2,2,4,2,2,2
PaeAG1_05406,1390,541,1170,166,173,173,154,178,161
PaeAG1_05407,47,25,30,26,14,27,20,29,29
PaeAG1_05408,37,21,21,25,24,22,10,19,25
PaeAG1_05409,50,30,24,22,26,18,13,19,19
PaeAG1_05410,78,42,37,26,28,29,12,29,28
PaeAG1_05411,14,7,7,6,5,5,3,5,5
PaeAG1_05412,7,4,4,4,3,3,2,4,4
PaeAG1_05413,15,10,5,6,6,8,5,11,8
PaeAG1_05414,25,16,9,10,9,15,9,22,14
PaeAG1_05415,5,4,4,2,2,3,2,5,3
PaeAG1_05416,29,16,9,29,29,26,11,22,27
PaeAG1_05417,3,1,1,3,3,3,1,2,3
PaeAG1_05418,7,3,4,4,4,5,2,4,4
PaeAG1_05419,6,3,3,4,3,5,2,3,4
PaeAG1_05420,4,2,3,2,2,3,1,3,3
PaeAG1_05421,0,0,0,0,0,0,0,0,0
PaeAG1_05422,2,1,1,2,2,2,1,2,2
PaeAG1_05423,3,2,1,1,1,1,0,1,1
PaeAG1_05424,26,14,11,11,10,12,7,12,11
PaeAG1_05425,17,9,7,6,5,8,4,8,6
PaeAG1_05426,0,0,0,0,0,0,0,0,0
PaeAG1_05427,15,7,5,7,4,6,3,6,7
PaeAG1_05428,83,39,34,29,20,29,18,26,28
PaeAG1_05429,19,9,8,8,7,8,5,8,7
PaeAG1_05430,23,11,12,15,15,15,9,14,16
PaeAG1_05431,8,4,4,4,4,5,3,5,4
PaeAG1_05432,52,27,21,25,23,24,10,20,19
PaeAG1_05433,18,10,5,8,8,9,3,7,8
PaeAG1_05434,4,2,1,2,2,2,1,2,2
PaeAG1_05435,28,16,7,14,13,11,6,14,15
PaeAG1_05436,0,0,0,0,0,0,0,0,0
PaeAG1_05437,17,8,4,6,7,5,3,6,7
PaeAG1_05438,4,2,1,2,2,2,1,2,2
PaeAG1_05439,5,2,2,2,2,2,1,2,2
PaeAG1_05440,5,2,2,2,2,2,1,2,2
PaeAG1_05441,17,8,7,9,8,7,5,8,8
PaeAG1_05442,5,2,3,5,4,4,2,4,4
PaeAG1_05443,2,1,1,2,2,2,1,1,2
PaeAG1_05444,3,1,2,3,2,2,1,2,2
PaeAG1_05445,10,5,3,4,3,3,1,3,3
PaeAG1_05446,12,7,4,4,3,4,2,3,3
PaeAG1_05447,13,6,4,5,4,4,2,4,5
PaeAG1_05448,25,10,9,18,14,14,7,12,16
PaeAG1_05449,2,1,1,1,1,1,0,1,1
PaeAG1_05450,13,7,11,8,6,9,5,6,7
PaeAG1_05451,10,5,4,4,4,5,2,5,6
PaeAG1_05452,2,1,1,1,1,1,1,1,1
PaeAG1_05453,0,0,0,0,0,0,0,0,0
PaeAG1_05454,12,6,4,6,4,7,3,6,6
PaeAG1_05455,65,34,27,31,26,29,13,20,26
PaeAG1_05456,7,3,2,2,2,2,1,2,2
PaeAG1_05457,0,0,0,0,0,0,0,0,0
PaeAG1_05458,7,3,3,2,2,2,1,2,2
PaeAG1_05459,70,35,25,31,25,23,11,19,20
PaeAG1_05460,47,23,20,14,13,15,6,11,14
